,userID,firstAccuracyArray,lastAccuracyArray,timesAttemptedArray,firstReactionTimeArray,lastReactionTimeArray,firstRatioArray,lastRatioArray,playTimeArray,totalPlayTimeByStudent,averageFirstAccuracyByStudent,averageLastAccuracyByStudent,averageAttempsPerLevelByStudent,totalAttemptsByStudent,total_aliensSaved,total_playTime
29,student_30,"[  65.   100.   100.   100.   100.    95.   100.    95.   100.    96.6
  100.    93.3  100.   100.   100.   100.     nan    nan    nan    nan
    nan    nan]","[ 100.   100.   100.   100.   100.   100.   100.   100.   100.   100.   100.
   93.3  100.   100.   100.   100.     nan    nan    nan    nan    nan
    nan]","[  3.   3.   2.   2.   3.   3.   2.   2.   3.   3.   1.   1.   1.   1.   3.
   1.  nan  nan  nan  nan  nan  nan]","[ 7105.  2834.  4483.  3291.  4132.  2665.  4615.  4733.  3815.  7133.
  4351.  7826.  5793.  5691.  3377.  3737.    nan    nan    nan    nan
    nan    nan]","[ 5328.  4170.  3870.  3889.  3686.  3925.  3613.  3649.  3778.  4238.
  4351.  7826.  5793.  5691.  4049.  3737.    nan    nan    nan    nan
    nan    nan]","[ 1.449  1.75   1.8    1.8    1.8    1.35   1.35   1.55   2.     2.399
  1.899  1.8    3.375  3.225  3.45   3.35     nan    nan    nan    nan
    nan    nan]","[ 1.7    1.7    1.899  1.25   1.7    2.25   1.5    1.899  1.866  1.866
  1.899  1.8    3.375  3.225  3.2    3.35     nan    nan    nan    nan
    nan    nan]","[  722.   435.   801.   877.   211.   519.   192.   385.  1025.    33.
    12.    63.  5275.    nan  2541.   856.    nan   633.  1183.    nan
    62.]",15825.0,96.55625,99.58125,2.125,34.0,2969.0,5275.0
30,student_31,"[ 75.   85.   85.   90.   85.   90.    nan   nan  86.6  76.6  90.   80.
  55.   90.   85.   80.   62.5  72.5  60.   35.   82.5  72.5]","[ 95.   85.   85.   90.   95.   75.    nan   nan  80.   76.6  63.3  73.3
  82.5  90.   80.   75.   92.5  70.   60.   35.   80.   60. ]","[  2.   2.   2.   1.   2.   2.  nan  nan   3.   3.   2.   2.   4.   2.   3.
   3.   2.   2.   1.   1.   3.   2.]","[ 6037.  3201.  3635.  3168.  2631.  2114.    nan    nan  2461.  3109.
  2515.  3117.  2760.  2856.  2388.  2470.  2098.  2432.  2869.  4098.
  3433.  6188.]","[ 2620.  2963.  2692.  3168.  2689.  1981.    nan    nan  2523.  2459.
  2351.  3082.  2901.  3361.  2569.  2535.  2664.  2716.  2869.  4098.
  2691.  7741.]","[ 1.5    1.85   1.8    1.55   2.     1.5      nan    nan  1.766  1.933
  1.899  2.1    1.449  3.2    3.75   3.35   1.425  1.3    1.899  1.25
  1.825  1.1  ]","[ 1.75   1.199  1.199  1.55   1.649  1.25     nan    nan  1.666  1.899
  1.866  2.     3.25   3.674  4.25   3.45   2.24   1.75   1.899  1.25   2.
  1.225]","[  478.   588.   424.  1189.  1020.   824.   218.  1709.   406.   654.
   153.   435.  8098.    nan  2484.  1865.    nan  1293.  1760.   459.
   237.]",24294.0,76.91,77.16,2.2,44.0,3220.0,8098.0
31,student_32,"[  95.    90.   100.    90.     nan    nan    nan    nan    nan    nan
    nan    nan   67.5   82.5   55.    80.     nan   60.     5.     nan
    nan    nan]","[ 100.    90.    90.    90.     nan    nan    nan    nan    nan    nan
    nan    nan   77.5   82.5   75.    75.     nan   80.    20.     nan
    nan    nan]","[  2.   1.   2.   2.  nan  nan  nan  nan  nan  nan  nan  nan   2.   1.   2.
   2.  nan   2.   2.  nan  nan  nan]","[ 3146.  3629.  3422.  8358.    nan    nan    nan    nan    nan    nan
    nan    nan  4775.  5513.  3902.  3323.    nan  5537.  7092.    nan
    nan    nan]","[ 3710.  3629.  4603.  4843.    nan    nan    nan    nan    nan    nan
    nan    nan  3732.  5513.  4064.  6084.    nan  4363.  6018.    nan
    nan    nan]","[ 1.649  1.8    1.449  1.75     nan    nan    nan    nan    nan    nan
    nan    nan  2.1    1.425  1.75   1.649    nan  3.549  0.1      nan
    nan    nan]","[ 2.1    1.8    3.95   4.25     nan    nan    nan    nan    nan    nan
    nan    nan  2.25   1.425  1.649  1.6      nan  1.524  2.7      nan
    nan    nan]","[  540.   935.  1845.  1251.    nan  1010.  1552.   466.    nan   239.
  1664.    nan  9502.    nan  3320.  2093.    nan  2186.   222.  1137.
   544.]",28506.0,72.5,78.0,1.8,18.0,839.0,9502.0
32,student_33,"[ 95.   85.   90.   70.   90.   75.   35.   45.   50.   56.6  83.3  90.
  37.5   nan  85.   60.   50.   85.   75.   65.   85.   45. ]","[ 90.   75.   70.   65.   90.   75.   35.   45.   90.   76.6  83.3  90.
  37.5   nan  85.   75.   75.   75.   75.   65.   75.   55. ]","[  3.   2.   2.   2.   1.   1.   1.   1.   2.   2.   1.   1.   1.  nan   2.
   2.   4.   2.   1.   1.   3.   3.]","[ 8912.  6489.  7829.  6413.  5148.  5595.  5950.  3146.  5777.  6938.
  4519.  5532.  2718.    nan  3426.  5399.  3606.  4169.  3154.  4627.
  5190.  8457.]","[ 6845.  5705.  5011.  5077.  5148.  5595.  5950.  3146.  4674.  4886.
  4519.  5532.  2718.    nan  5645.  4461.  4144.  4750.  3154.  4627.
  4768.  3523.]","[ 1.25   1.5    1.1    1.1    1.449  1.5    1.5    1.899  1.466  1.533
  1.466  1.533  4.349    nan  1.199  1.1    1.199  1.6    1.3    0.95   1.1
  2.625]","[ 1.149  1.5    1.1    1.     1.449  1.5    1.5    1.899  1.6    1.533
  1.466  1.533  4.349    nan  1.449  1.3    1.399  1.175  1.3    0.95
  1.175  4.549]","[  783.   448.   506.   695.   245.  1288.    nan   495.   700.   258.
   275.   862.  6555.    nan  1737.  2228.    nan   541.   777.   916.
   356.]",19665.0,69.1619047619,71.5428571429,1.80952380952,38.0,1903.0,6555.0
33,student_34,"[ 100.    90.   100.   100.   100.    95.    90.   100.    83.3   83.3
  100.    93.3   87.5   85.    95.    90.     nan   75.    85.    85.    90.
   55. ]","[ 100.   100.   100.   100.   100.    90.    95.   100.    96.6   93.3
  100.    93.3   95.    85.    95.    85.     nan   75.    85.    85.    90.
   55. ]","[  3.   2.   2.   2.   2.   2.   2.   1.   2.   2.   1.   1.   3.   1.   2.
   2.  nan   1.   1.   1.   1.   1.]","[ 4289.  3048.  4178.  3533.  3115.  3415.  3339.  2825.  2788.  2805.
  3708.  3912.  2621.  2873.  2800.  2397.    nan  3042.  3230.  4653.
  2492.  9528.]","[ 3181.  2395.  2649.  2714.  1697.  2099.  2415.  2825.  3104.  3144.
  3708.  3912.  3744.  2873.  2787.  2770.    nan  3042.  3230.  4653.
  2492.  9528.]","[ 1.75   1.5    1.649  1.7    1.8    1.8    1.6    1.8    1.7    1.7    2.1
  2.66   1.8    1.8    1.5    1.6      nan  1.875  2.2    1.449  1.524  1.3  ]","[ 1.6    1.8    1.55   1.55   1.3    1.449  1.899  1.8    2.299  1.899  2.1
  2.66   1.75   1.8    1.7    2.       nan  1.875  2.2    1.449  1.524  1.3  ]","[  465.   503.   400.   687.   277.   571.   140.   499.    nan   208.
   261.   398.  4409.    nan  1657.  1091.    nan   794.   208.   392.
   267.]",13227.0,89.6380952381,91.3428571429,1.66666666667,35.0,2244.0,4409.0
34,student_35,"[ 50.  80.  85.  95.  nan  nan  nan  nan  80.  nan  nan  nan  65.  nan  nan
  nan  nan  nan  nan  nan  nan  nan]","[ 95.  80.  85.  95.  nan  nan  nan  nan  80.  nan  nan  nan  65.  nan  nan
  nan  nan  nan  nan  nan  nan  nan]","[  2.   1.   1.   1.  nan  nan  nan  nan   1.  nan  nan  nan   1.  nan  nan
  nan  nan  nan  nan  nan  nan  nan]","[ 6230.  5045.  8158.  6123.    nan    nan    nan    nan  5521.    nan
    nan    nan  4546.    nan    nan    nan    nan    nan    nan    nan
    nan    nan]","[ 5999.  5045.  8158.  6123.    nan    nan    nan    nan  5521.    nan
    nan    nan  4546.    nan    nan    nan    nan    nan    nan    nan
    nan    nan]","[ 7.75   4.15   1.6    1.55     nan    nan    nan    nan  2.266    nan
    nan    nan  1.825    nan    nan    nan    nan    nan    nan    nan
    nan    nan]","[ 2.6    4.15   1.6    1.55     nan    nan    nan    nan  2.266    nan
    nan    nan  1.825    nan    nan    nan    nan    nan    nan    nan
    nan    nan]","[  822.   221.    82.   144.     2.   190.    nan    nan    nan    nan
    nan    nan  1461.    nan    nan    nan    nan  1461.    nan    nan
    nan]",4383.0,75.8333333333,83.3333333333,1.16666666667,7.0,840.0,1461.0
35,student_36,"[ 70.   80.   80.   80.   85.   95.   95.   90.   63.3  63.3  73.3  66.6
  62.5  57.4  75.   75.   50.   65.   75.   60.   67.5  40. ]","[ 40.   95.   80.   90.   85.   80.   95.   95.   63.3  76.6  73.3  66.6
  82.5  82.5  80.   75.   72.5  72.5  75.   60.   82.5  67.5]","[  2.   2.   3.   2.   3.   2.   2.   2.   4.   4.   1.   1.   3.   2.   3.
   3.   2.   2.   1.   1.  10.  10.]","[  7070.   6824.   4192.   3874.   3954.   3189.   3457.   4735.   5816.
   3256.   7732.   6132.   3059.   4905.   3298.   3923.   4003.   4055.
   2836.   5294.   5363.  13012.]","[  4825.   2783.   3447.   3822.   3224.   3174.   2556.   4508.   7116.
   5649.   7732.   6132.   3258.   4497.   3109.   5142.   4174.   3713.
   2836.   5294.   3347.  10410.]","[ 1.35   1.399  1.6    1.199  1.6    1.6    1.75   1.8    1.933  9.566
  1.633  1.533  1.225  2.7    3.45   2.5    1.774  1.3    1.449  1.149
  2.725  1.725]","[ 1.899  1.149  1.55   1.5    1.6    1.199  1.25   1.55   1.666  1.8    1.633
  1.533  2.549  2.7    3.149  2.85   1.625  1.475  1.449  1.149  2.674  1.8  ]","[  621.   540.   661.  1020.   224.   509.   215.   452.   335.   226.
   105.  2094.  7002.    nan  2591.   816.    nan   683.   713.  1762.
   437.]",21006.0,71.3136363636,76.8090909091,2.95454545455,65.0,3452.0,7002.0
36,student_37,"[ 100.    85.    95.    95.    90.   100.    60.   100.    86.6  100.   100.
   90.    95.    87.5  100.   100.    92.5   90.    95.    65.    90.
   52.5]","[ 100.    95.    95.    80.    90.    95.    70.   100.   100.    93.3
  100.    90.   100.    92.5  100.   100.    97.5   90.    75.    95.
   92.5   30. ]","[ 2.  2.  2.  2.  2.  2.  2.  2.  2.  2.  1.  1.  3.  2.  1.  1.  2.  1.
  3.  2.  2.  2.]","[ 6532.  4664.  4170.  4228.  3846.  2789.  4502.  3886.  3259.  3171.
  3050.  2983.  3204.  5460.  3034.  2700.  3741.  3512.  2761.  5283.
  4647.  9409.]","[  3280.   4952.   6821.   5546.   3750.   3374.   5153.   2708.   3485.
   3912.   3050.   2983.   2889.   2835.   3034.   2700.   2846.   3512.
   5318.   5668.   4609.  11998.]","[ 1.95   2.1    1.75   1.75   2.49   1.399  1.649  1.95   1.766  1.899
  2.66   1.8    1.6    1.725  1.899  1.85   1.875  1.825  1.7    1.35
  2.225  1.125]","[ 1.95   2.149  4.9    1.75   2.899  1.85   1.6    1.8    2.1    2.66   2.66
  1.8    1.825  1.925  1.899  1.85   2.45   1.825  1.7    1.85   2.1    1.449]","[  535.   455.   786.   603.   251.   598.   389.   252.   357.   254.
   434.   470.  5384.    nan  2110.   952.    nan   743.   566.   667.
   346.]",16152.0,89.5045454545,90.0363636364,1.86363636364,41.0,3033.0,5384.0
37,student_38,"[ nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
  nan  nan  nan  nan  nan  nan  nan]","[ nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
  nan  nan  nan  nan  nan  nan  nan]","[ nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
  nan  nan  nan  nan  nan  nan  nan]","[ nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
  nan  nan  nan  nan  nan  nan  nan]","[ nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
  nan  nan  nan  nan  nan  nan  nan]","[ nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
  nan  nan  nan  nan  nan  nan  nan]","[ nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
  nan  nan  nan  nan  nan  nan  nan]","[ nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
  nan  nan  nan  nan  nan  nan]",0.0,,,,0.0,,
38,student_39,"[  75.   100.    95.    80.    70.   100.    80.    65.    76.6   83.3
   93.3    nan   90.    82.5   85.    55.    80.    85.    90.    55.
   67.5   50. ]","[  90.   100.    95.    70.    95.    70.    80.    65.    96.6   90.
   93.3    nan   87.5   82.5   90.    80.    80.    85.    80.    50.
   67.5   50. ]","[  3.   1.   3.   2.   2.   2.   1.   1.   3.   2.   1.  nan   3.   1.   3.
   3.   2.   1.   5.   2.   1.   1.]","[ 5310.  3766.  3749.  3495.  3329.  2108.  3223.  4844.  6919.  3329.
  5039.    nan  3571.  3617.  3860.  3979.  3936.  4627.  3661.  4900.
  5860.  6028.]","[ 2868.  3766.  3439.  3276.  2319.  3583.  3223.  4844.  4932.  6889.
  5039.    nan  4716.  3617.  3328.  2442.  3679.  4627.  3452.  4980.
  5860.  6028.]","[ 0.95   1.95   1.399  1.399  1.75   1.8    1.55   1.7    2.     1.7    1.899
    nan  1.75   1.575  2.     1.75   1.725  1.625  2.35   1.55   1.7    1.774]","[ 1.75   1.95   1.85   1.449  1.55   1.899  1.55   1.7    1.866  1.8    1.899
    nan  1.825  1.575  1.75   1.3    1.649  1.625  1.649  1.5    1.7    1.774]","[  663.   658.   725.   928.   268.   645.   315.   666.   610.   434.
  1474.   279.  7665.    nan  2567.  1114.    nan  1043.   919.  1803.
   219.]",22995.0,78.9619047619,80.8285714286,2.04761904762,43.0,2719.0,7665.0
39,student_40,"[  85.   100.   100.    95.   100.    90.    90.   100.    86.6   86.6
   63.3   80.    80.     nan  100.   100.     nan    nan   95.    35.
   62.5   45. ]","[  85.   100.    85.   100.   100.    95.    90.   100.    86.6   86.6
   63.3   80.    80.     nan  100.   100.     nan    nan   80.    60.    80.
   67.5]","[  1.   1.   2.   2.   2.   2.   1.   1.   1.   1.   1.   1.   1.  nan   1.
   1.  nan  nan   2.   2.   2.   2.]","[  5433.   4944.   4655.   3752.   4694.   5477.   4958.   5132.   4474.
   4945.  10685.   6667.   5798.     nan   2342.   2670.     nan     nan
   2948.   5681.   6036.   6458.]","[  5433.   4944.   4293.   4626.   3382.   3603.   4958.   5132.   4474.
   4945.  10685.   6667.   5798.     nan   2342.   2670.     nan     nan
   3388.   5233.   4961.   9030.]","[ 1.6    1.95   1.7    1.7    2.299  2.149  1.55   1.95   2.     1.8    1.966
  1.866  2.49     nan  1.449  1.6      nan    nan  2.25   1.25   1.8    1.199]","[ 1.6    1.95   2.2    1.75   1.449  2.     1.55   1.95   2.     1.8    1.966
  1.866  2.49     nan  1.449  1.6      nan    nan  1.75   1.3    1.825
  1.149]","[  2.55000000e+02   5.37000000e+02   2.89000000e+02   8.66000000e+02
   8.63000000e+02   1.62700000e+03   2.00000000e+00   1.61000000e+02
              nan   3.72000000e+02   2.62000000e+02   4.93000000e+02
   5.72700000e+03              nan   1.64200000e+03   1.48000000e+03
              nan   1.31700000e+03   1.61000000e+02   4.41000000e+02
   6.86000000e+02]",17181.0,83.8947368421,86.2631578947,1.42105263158,27.0,1439.0,5727.0
40,student_41,"[  80.    70.    90.    55.   100.   100.    90.    80.   100.    96.6
   43.3   86.6   70.    82.5   95.    85.    92.5   70.    75.    80.
    nan    nan]","[  80.    70.    70.    55.   100.   100.    90.    80.   100.    96.6
   33.3   86.6   92.5   82.5   95.    85.    92.5   80.    20.    70.
    nan    nan]","[  1.   1.   2.   1.   1.   1.   1.   1.   1.   1.   2.   1.   2.   1.   1.
   1.   1.   2.   2.   2.  nan  nan]","[  8458.  11202.   9731.   6174.   3234.   4631.   3754.   5022.   3998.
   4349.   9929.   7664.   3381.   6460.   3237.   4431.   3778.   4191.
   4161.   5367.     nan     nan]","[  8458.  11202.   9655.   6174.   3234.   4631.   3754.   5022.   3998.
   4349.  12526.   7664.   4379.   6460.   3237.   4431.   3778.   4879.
   6999.   6763.     nan     nan]","[ 0.95   0.85   1.199  1.5    1.649  1.649  1.6    1.7    1.8    1.899
  1.199  1.666  1.375  1.449  1.5    1.55   1.925  1.3    1.8    1.199
    nan    nan]","[ 0.95   0.85   1.25   1.5    1.649  1.649  1.6    1.7    1.8    1.899
  1.66   1.666  1.524  1.449  1.5    1.55   1.925  1.825  0.3    1.35
    nan    nan]","[  305.   796.   549.   771.   331.   905.   115.   184.   410.   612.
   801.    nan  5779.    nan  2072.  1390.    nan   310.   936.   785.
   286.]",17337.0,82.075,78.95,1.3,26.0,1435.0,5779.0
41,student_42,"[  45.    95.    80.    85.   100.    90.    45.    40.    80.    66.6
   96.6   76.6   62.5   70.    80.    65.     nan   62.5    nan    nan
   67.5    nan]","[  45.    95.    80.    85.   100.    90.    45.    40.    83.3   80.    90.
   73.3   82.5   70.    95.    60.     nan   77.5    nan    nan   67.5
    nan]","[  1.   1.   1.   1.   1.   1.   1.   1.   2.   2.   2.   2.   5.   1.   2.
   2.  nan   2.  nan  nan   1.  nan]","[ 7819.  4716.  4596.  5287.  4366.  3712.  7901.  8644.  5399.  8689.
  5749.  7869.  3442.  6862.  2313.  3886.    nan  4623.    nan    nan
  5520.    nan]","[ 7819.  4716.  4596.  5287.  4366.  3712.  7901.  8644.  4599.  6109.
  6682.  7477.  3149.  6862.  2778.  5242.    nan  5735.    nan    nan
  5520.    nan]","[ 1.3    1.55   1.85   2.35   1.95   1.85   1.449  1.25   2.166  2.633
  2.166  2.266  2.375  4.224  4.15   5.299    nan  2.7      nan    nan
  5.875    nan]","[ 1.3    1.55   1.85   2.35   1.95   1.85   1.449  1.25   2.333  2.466
  1.933  2.66   5.724  4.224  3.45   5.       nan  2.85     nan    nan
  5.875    nan]","[  2.23000000e+02   2.49000000e+02   3.34000000e+02   6.08000000e+02
   4.36000000e+02   1.19700000e+03   1.14000000e+02   3.45000000e+02
   1.10000000e+01   6.34000000e+02   3.00000000e+00              nan
   4.15400000e+03              nan   1.10800000e+03   1.75400000e+03
              nan   4.91000000e+02   7.90000000e+02   1.10000000e+01
              nan]",12462.0,72.6277777778,75.5055555556,1.61111111111,29.0,2190.0,4154.0
42,student_43,"[   nan    nan    nan    nan    nan    nan    nan    nan   70.    76.6
  100.    66.6   90.    72.5   85.    80.    50.    70.    90.    70.
   82.5   40. ]","[   nan    nan    nan    nan    nan    nan    nan    nan   70.    76.6
   96.6  100.    90.    55.   100.    90.    90.    72.5   90.    70.    70.
   60. ]","[ nan  nan  nan  nan  nan  nan  nan  nan   1.   1.   2.   2.   3.   5.   3.
   3.   3.   2.   4.   4.   2.   2.]","[   nan    nan    nan    nan    nan    nan    nan    nan  6349.  6007.
  3416.  6147.  2668.  6367.  4302.  5775.  2960.  6350.  3556.  5171.
  4857.  9910.]","[    nan     nan     nan     nan     nan     nan     nan     nan   6349.
   6007.   4999.   3772.   4020.  12580.   2640.   2962.   3855.   4327.
   4013.   7288.   2768.   4277.]","[   nan    nan    nan    nan    nan    nan    nan    nan  1.566  1.633
  2.166  1.433  1.7    1.274  1.25   1.399  1.8    1.625  1.75   1.399
  1.55   0.825]","[   nan    nan    nan    nan    nan    nan    nan    nan  1.566  1.633
  1.866  1.8    1.625  0.875  1.95   1.75   1.675  1.55   1.75   1.35   3.35
  2.45 ]","[    9.    nan    nan   299.   519.   803.   900.   651.   545.   267.
   822.   494.  5309.    nan    nan  1512.    nan  1660.   686.  1130.
   321.]",15927.0,74.5142857143,80.7642857143,2.64285714286,37.0,2289.0,5309.0
43,student_44,"[ 100.   100.   100.     nan   90.    95.   100.   100.   100.   100.
   83.3   93.3   85.    90.   100.    95.    80.     nan   85.    70.    90.
   75. ]","[ 100.   100.   100.     nan   90.    95.   100.   100.    80.    96.6
   90.    93.3   95.    82.5  100.   100.    80.     nan   90.    70.    80.
   57.4]","[  1.   1.   1.  nan   1.   1.   1.   1.   2.   2.   2.   2.   4.   2.   3.
   3.   1.  nan   2.   2.   2.   2.]","[ 3420.  3443.  4905.    nan  3330.  3218.  4784.  3671.  2952.  3048.
  2432.  2545.  2785.  3044.  2228.  1940.  2875.    nan  2531.  5667.
  2916.  7306.]","[ 3420.  3443.  4905.    nan  3330.  3218.  4784.  3671.  3765.  3125.
  2725.  2465.  2604.  2977.  2680.  2064.  2875.    nan  2283.  5489.
  2916.  5501.]","[ 1.6    1.75   2.49     nan  1.7    1.649  1.6    1.85   2.2    2.133
  1.899  2.833  4.25   2.825  3.149  3.2    8.699    nan  2.2    1.75   2.
  1.324]","[  1.6     1.75    2.49      nan   1.7     1.649   1.6     1.85   14.433
   3.299   2.433   2.5     3.1     2.6     2.49    1.7     8.699     nan
   1.7     2.      4.325   1.75 ]","[  262.   151.   329.   596.   360.   843.   311.  2103.   263.    93.
   408.   457.  6176.    nan  3184.   803.    nan   835.   622.   249.
   483.]",18528.0,91.58,89.99,1.8,36.0,3277.0,6176.0
44,student_45,"[  75.    90.    85.    90.    90.   100.    95.    85.    90.    93.3
   76.6   96.6   92.5    nan   95.     nan    nan    nan    nan    nan
    nan    nan]","[  75.    90.   100.    60.    90.    85.   100.    90.    90.    93.3
   76.6   96.6   92.5    nan   95.     nan    nan    nan    nan    nan
    nan    nan]","[  1.   1.   2.   2.   3.   2.   2.   2.   1.   1.   1.   1.   1.  nan   1.
  nan  nan  nan  nan  nan  nan  nan]","[ 7440.  3344.  3529.  3541.  3932.  2979.  6706.  5442.  3817.  4041.
  5978.  3550.  3017.    nan  3644.    nan    nan    nan    nan    nan
    nan    nan]","[ 7440.  3344.  4841.  4416.  2596.  3897.  3322.  4413.  3817.  4041.
  5978.  3550.  3017.    nan  3644.    nan    nan    nan    nan    nan
    nan    nan]","[ 1.6    1.7    1.7    1.55   2.149  1.95   2.     1.6    2.     2.1    1.833
  2.133  1.8      nan  2.149    nan    nan    nan    nan    nan    nan
    nan]","[ 1.6    1.7    1.899  1.5    1.3    1.8    2.     1.5    2.     2.1    1.833
  2.133  1.8      nan  2.149    nan    nan    nan    nan    nan    nan
    nan]","[  212.   455.   836.   494.   511.   177.    17.   114.    nan    nan
    nan    nan  2816.    nan  1557.  1145.    nan   114.    nan    nan
    nan]",8448.0,89.5714285714,88.1428571429,1.5,21.0,1119.0,2816.0
45,student_46,"[ nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
  nan  nan  nan  nan  nan  nan  nan]","[ nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
  nan  nan  nan  nan  nan  nan  nan]","[ nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
  nan  nan  nan  nan  nan  nan  nan]","[ nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
  nan  nan  nan  nan  nan  nan  nan]","[ nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
  nan  nan  nan  nan  nan  nan  nan]","[ nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
  nan  nan  nan  nan  nan  nan  nan]","[ nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
  nan  nan  nan  nan  nan  nan  nan]","[ nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
  nan  nan  nan  nan  nan  nan]",0.0,,,,0.0,,
46,student_47,"[ 80.  90.  85.  nan  90.  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
  nan  nan  nan  nan  nan  nan  nan]","[ 80.  90.  85.  nan  90.  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
  nan  nan  nan  nan  nan  nan  nan]","[  1.   1.   1.  nan   1.  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan
  nan  nan  nan  nan  nan  nan  nan]","[ 3737.  7542.  4033.    nan  3473.    nan    nan    nan    nan    nan
    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan
    nan    nan]","[ 3737.  7542.  4033.    nan  3473.    nan    nan    nan    nan    nan
    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan
    nan    nan]","[ 1.55   1.199  1.399    nan  2.49     nan    nan    nan    nan    nan
    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan
    nan    nan]","[ 1.55   1.199  1.399    nan  2.49     nan    nan    nan    nan    nan
    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan
    nan    nan]","[ 239.  137.  103.   nan   nan   nan   nan   nan   nan   83.   nan   nan
  562.   nan  479.   nan   nan   nan   83.   nan   nan]",1686.0,86.25,86.25,1.0,4.0,216.0,562.0
47,student_48,"[   nan    nan   95.    95.    90.    95.   100.   100.    90.    93.3
   90.    96.6   92.5    nan   45.    55.     nan    nan    nan    nan
    nan    nan]","[   nan    nan  100.    95.   100.    95.   100.   100.    90.    93.3
   90.    96.6   92.5    nan   45.    55.     nan    nan    nan    nan
    nan    nan]","[ nan  nan   2.   2.   2.   1.   1.   1.   1.   1.   1.   1.   2.  nan   1.
   1.  nan  nan  nan  nan  nan  nan]","[   nan    nan  3446.  3188.  2746.  3262.  2031.  2451.  2800.  2852.
  2656.  2250.  3131.    nan  1868.  1715.    nan    nan    nan    nan
    nan    nan]","[   nan    nan  4467.  3837.  2890.  3262.  2031.  2451.  2800.  2852.
  2656.  2250.  3482.    nan  1868.  1715.    nan    nan    nan    nan
    nan    nan]","[    nan     nan   2.2     1.75    3.1     6.95    1.449   1.649   1.966
   2.33    1.933   2.166   4.575     nan  17.35   14.        nan     nan
     nan     nan     nan     nan]","[    nan     nan   2.299   5.7     8.      6.95    1.449   1.649   1.966
   2.33    1.933   2.166   1.875     nan  17.35   14.        nan     nan
     nan     nan     nan     nan]","[   24.   487.   544.   371.   171.   450.     5.   295.    23.    15.
     3.    nan  2388.    nan  1430.   622.    nan   318.    18.    nan
    nan]",7164.0,87.4923076923,88.6461538462,1.30769230769,17.0,1351.0,2388.0
48,student_49,"[  80.    85.   100.    95.    95.   100.    90.   100.    96.6   93.3
   80.    80.    70.    90.    90.    80.    77.5   90.    85.    75.    65.
   40. ]","[  80.    85.    90.   100.    95.   100.    90.   100.    96.6   93.3
   96.6   86.6   67.5   62.5   80.    90.    77.5   92.5   35.    65.    65.
   40. ]","[ 1.  1.  2.  2.  1.  1.  1.  1.  1.  1.  2.  2.  2.  2.  2.  2.  1.  2.
  2.  2.  1.  1.]","[  5174.   6053.   3945.   4896.   3420.   2304.   2672.   5423.   2923.
   5131.   5978.   5089.   5291.   3499.   3391.   4407.   3230.   3673.
   3228.   5297.  10345.   8054.]","[  5174.   6053.   4451.   3379.   3420.   2304.   2672.   5423.   2923.
   5131.   3863.   8873.   3400.   5543.   2905.   3211.   3230.   4173.
   7296.   5979.  10345.   8054.]","[ 1.5    1.899  1.8    1.6    1.649  1.55   1.25   1.75   1.766  2.233
  1.933  1.733  2.25   1.399  2.49   1.7    1.825  1.649  1.55   1.35   3.35
  1.975]","[ 1.5    1.899  2.49   1.55   1.649  1.55   1.25   1.75   1.766  2.233  2.
  1.733  1.8    1.199  2.149  1.649  1.825  1.524  1.     1.5    3.35
  1.975]","[  267.   431.   289.   269.   520.   415.   544.   320.   168.   214.
   388.   196.  4021.    nan  1256.   935.    nan   864.   275.   691.
    nan]",12063.0,84.4272727273,81.2772727273,1.5,33.0,1640.0,4021.0
